file,n_bar,piano,percussion,organ,guitar,bass,strings,ensemble,brass,reed,pipe,synth-lead,synth-pad,synth-effects,ethnic,percussive,sound-effects,drums,genre,style
28475f01b3c98470d555e9dece8b2aba.mid,130,1835,0,0,2742,1081,0,512,1215,519,0,0,0,0,0,0,0,4479,-,-
ab3328e5a5b30d4e954451bebd7f7306.mid,130,297,142,1684,0,1679,0,504,0,0,0,1903,0,445,0,192,138,3698,-,-
bbe65e7231f8e6b16b6b8981e4c76cc5.mid,130,907,0,0,2790,1673,0,0,0,0,0,0,0,0,0,0,0,2214,-,-
f82d11fd3beba13d1b7c3e39f359bedb.mid,130,386,502,0,2758,0,1936,244,0,0,0,0,1155,1066,0,0,0,4047,Pop_Rock,Pop_Contemporary
60016b59f164a202d8a067d922560269.mid,130,1530,0,0,2197,1016,0,850,0,0,0,294,0,0,0,223,157,5640,Pop_Rock,Rock_College
e9bedf67473b62c60886e7500b258555.mid,130,854,230,0,921,2058,0,226,0,0,0,2941,0,0,0,0,0,2987,-,-
ac46f994ee3ddcf9b58221a1a09411b0.mid,130,2389,0,0,1063,2023,0,563,0,0,154,0,264,0,0,0,0,4384,Latin,-
026d97b72a5b6ea690c81fff8f4344c9.mid,130,0,0,0,3943,1014,0,0,1262,0,0,0,0,0,0,0,0,3151,-,-
930e0faea68463869cea5ad49889ee31.mid,130,0,0,2353,0,2504,0,1405,0,1084,0,1724,0,0,0,164,170,5908,-,-
fc6fad9369cb336490896aa2eeaff09e.mid,130,453,0,1221,2840,290,0,456,0,181,0,0,0,0,0,0,0,2119,-,-
42d76b21c8a3768baa93312df7381ae9.mid,130,0,0,0,3538,1323,0,0,910,0,0,0,0,0,0,0,0,2539,-,-
221020eade96cb89b9c18a7812acf9e7.mid,130,370,0,0,840,1231,0,842,0,0,0,0,0,0,0,3290,0,5451,Pop_Rock,Rock_College
2473581cc0a2dfd692a07d4b230e7177.mid,130,474,0,0,1648,2665,0,869,0,0,867,0,590,0,0,0,0,4745,Pop_Rock,Pop_Indie
dbe7de5c3a5a00aa0f8201faead2bff8.mid,130,227,0,0,7309,1602,0,285,0,0,0,0,0,0,0,0,0,2838,-,-
e9dabf49d2031e79ea15f72286fc9561.mid,130,746,0,0,1591,639,193,776,0,0,826,0,175,0,0,0,0,1504,-,-
892c26f90e92058c803f397279046673.mid,130,0,0,725,2466,580,0,801,0,0,0,0,0,0,565,0,0,2597,-,-
186be019d5bb869e92eaa80084269542.mid,130,920,0,0,1793,1217,0,248,732,215,0,160,749,0,0,0,0,4074,-,-
703715380b1640d94d1b7c916186cc21.mid,130,3312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3788,-,-
1447d23fe603e70a6accd9a10f1daee3.mid,130,338,0,1734,492,1613,0,631,0,0,0,936,673,0,0,148,184,5959,Pop_Rock,-
6d335a4d403bc3d3d6591a763a0dc403.mid,130,0,0,0,2257,667,0,0,0,0,0,0,0,0,0,0,0,1154,-,-
f62fb2d9a564b04873218aaaaba4ae73.mid,130,1790,0,569,2237,1312,0,0,0,808,0,0,0,0,0,0,0,1671,-,-
a92cd1a3664006825de8a7f8a384e442.mid,130,0,0,290,865,766,0,335,0,0,893,0,1100,333,0,0,0,2975,Country,-
3fa02400b3b51250eca8af1fe27cba4c.mid,130,932,777,150,2180,1017,0,0,0,0,0,0,0,0,0,793,0,5483,-,-
e75aee8eb7da3ac03fd9f12bff0d8dc9.mid,130,1999,0,0,2190,805,0,538,179,1035,0,0,155,0,0,0,0,3948,-,-
76521acb16fc6095efae797f4e9af114.mid,130,0,0,192,0,2225,0,1397,1901,0,0,836,0,0,0,0,136,3445,-,-
32ee4abf7dc3e0ff375a6e05edd5599c.mid,130,920,0,0,1791,1217,0,248,732,215,0,160,749,0,0,0,0,4074,-,-
2c5ed34671a6ae827fd472012c9a42b9.mid,130,956,0,0,2519,769,0,1482,700,0,0,168,170,0,0,0,0,3211,-,-
9bcd61d2ba725cab31d88e024730227d.mid,130,297,142,1684,0,1679,0,504,0,0,0,1903,0,445,0,192,138,3698,-,-
f479d01f672791193e4bd9a09c2924e7.mid,130,920,0,0,1793,1217,0,248,732,215,0,160,749,0,0,0,0,4074,-,-
da690a824898419e23c0767e89dd214d.mid,130,918,253,0,1050,1977,0,303,0,0,0,1862,0,0,0,0,0,6710,Pop_Rock,Pop_Contemporary
ce7298b08f0d0defbd0631318952e7ce.mid,130,0,0,0,2468,581,0,801,725,0,0,0,0,0,565,0,0,2608,-,-
e3dfa585dccf9267198f398626ebd563.mid,130,0,0,0,0,1854,135,0,0,0,226,299,1024,0,0,133,136,2494,Electronic,Dance
c052784de517af4272af3ae29e274d48.mid,130,918,253,0,1050,1977,0,303,0,0,0,1862,0,0,0,0,0,6710,-,-
75c82e085f204d2bb5218844a81ebacb.mid,130,1878,0,0,1088,890,0,0,0,0,0,1108,0,0,0,0,0,3040,-,-
28f2caf95ffe57d4c5c35736573b9689.mid,130,0,0,193,0,2226,0,1398,1902,0,0,837,0,0,0,0,137,3435,-,-
3f4164d07b14d307afc0fe6480f86636.mid,130,1595,0,0,1159,985,0,0,182,0,0,0,0,0,0,0,0,2420,Pop_Rock,Big_Band
b484e6e057edc14c3f8ca3365de6b73f.mid,130,0,0,0,192,466,0,941,0,0,5355,133,0,183,224,163,139,7921,-,-
e584bfe94914b2cb751905e27fb1fdc3.mid,130,0,0,1138,0,2090,0,1799,1200,0,1501,2181,138,0,0,0,0,5605,-,-
20405432e133cbad52844d6747b05bec.mid,130,1748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1166,-,-
2db8dad5f753b029d2e11190faa215cf.mid,130,0,0,0,2954,577,0,1109,0,0,0,0,0,0,0,0,0,2825,Pop_Rock,-
13633e2244640bbefd3f3583209c38f4.mid,130,8059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6244,-,-
952df587b9fff5adbeb5f40b288fa64b.mid,130,297,142,1684,0,1679,0,504,0,0,0,1903,0,445,0,192,138,3698,-,-
7f58d21386d8d7580f065832fe87b6a0.mid,130,860,0,0,2589,2019,703,1094,0,0,0,0,0,496,0,0,0,4391,Pop_Rock,Pop_Indie
2bd8209734e7e2fa51fc3022e3d3d920.mid,130,0,0,0,2162,1587,0,1109,0,0,0,0,0,0,0,0,0,5291,-,-
6cad2d6231a0d9f1ffda424e39a53b81.mid,130,0,0,1572,3231,946,0,766,0,859,0,0,0,0,0,0,0,2684,International,-
8f1164e3b85b5919d8e2c115bfbe956e.mid,130,920,0,0,1793,1217,0,248,732,215,0,160,749,0,0,0,0,4074,-,-
6b527a1de510c93a56b37983931aac6b.mid,130,2075,0,0,0,0,0,477,0,556,658,0,0,0,0,0,0,0,-,-
be7f380978469316e5851408048791fc.mid,130,0,219,280,1262,967,340,685,0,0,144,861,227,0,0,134,0,4024,Pop_Rock,Folk_International
fcc9046ba320691f428afae1e8f3e206.mid,130,833,0,298,3668,678,0,0,0,0,0,0,0,0,0,0,0,4131,Country,Country_Traditional
9bb376013a8080eae305f72f6a18d7f2.mid,130,8515,214,663,276,1011,973,132,0,0,0,0,134,0,0,0,0,2854,-,-
c91660a8f9d7b2c796b2e3b25a82ea70.mid,130,608,0,0,0,720,182,539,0,0,969,0,199,0,0,0,0,3292,Pop_Rock,-
786d6f1b38a40e5ad16d68d66f6f2481.mid,130,0,0,1193,990,1627,0,298,0,0,0,582,0,0,0,0,0,3276,-,-
fd0d6658f63332f2d41648436702da30.mid,130,3524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-
2a67bc101178c7c459e0a7c9e6fdcb2e.mid,130,0,0,0,0,2646,0,1033,0,0,0,1192,1110,258,0,0,0,4185,Pop_Rock,Pop_Contemporary
8d7ca25afdc475feeb3c8b4353f91d88.mid,130,2156,0,0,1639,630,284,0,0,0,0,0,0,0,0,0,0,1555,-,-
0f003f7d22eee39312709b7528940d41.mid,130,1535,0,0,0,850,0,0,328,834,0,0,0,0,0,0,0,1766,Jazz,-
554d927cccd15077af72de2a580a2955.mid,130,1384,0,0,1353,1181,0,0,0,0,0,0,0,220,0,836,0,146,-,-
b66a32c644a00fed8764125e76e48307.mid,130,1698,0,0,2597,1386,0,560,184,1234,0,0,406,166,0,0,0,3596,-,-
5931c57cede84d78653de7806baf18ce.mid,129,941,0,401,1403,579,220,228,0,0,0,0,664,0,0,138,0,3309,-,-
6c0405ca818c6f75e050f71e42ea7ed8.mid,129,1696,0,2111,265,1233,0,689,616,0,0,0,2124,0,0,0,0,7070,Latin,Folk_International
c5be65db3377d5c5ab72d3048cfafae9.mid,129,0,0,0,5578,2989,0,208,241,0,0,0,0,0,0,0,0,4288,-,-
af041af9e9a5f2a26ac7dfb58c67ece1.mid,129,0,0,0,3697,1357,0,0,0,0,0,0,0,0,0,0,0,2684,Folk,-
5b0255d530e7cbf9539321e6d14fd2c4.mid,129,9167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2782,-,-
a2d485ae0684bfae458b292eb39922c1.mid,129,0,0,162,1326,1234,746,0,814,132,814,0,1299,280,0,0,0,2940,-,-
e990f5e558bf4de8f15d419fc3ab2e44.mid,129,948,0,542,6069,1794,0,0,0,0,0,0,0,0,0,0,0,4335,Country,Rock_Contemporary
eb12878d4120337bd90fd460f88aa530.mid,129,1314,0,0,1981,1482,0,0,0,0,0,0,0,0,0,0,0,3321,-,-
0e965f1a668e7713f1759fc690e9f537.mid,129,1579,0,1224,0,601,0,221,735,0,0,0,0,0,0,0,0,2820,-,-
e44a62a354a643b5ef1fe036e7b9d7f6.mid,129,1330,0,1109,5092,1649,0,1059,0,425,0,640,785,0,233,0,0,3857,Pop_Rock,Rock_Contemporary
00c119349820350d2fce0ff82b3cb0e0.mid,129,0,0,0,2907,1305,0,0,0,0,0,0,0,0,0,0,0,2251,Pop_Rock,Grunge_Emo
2e71ad72adb5b70524ae2758c92195ed.mid,129,2504,0,0,0,0,372,177,372,448,316,288,205,0,0,0,0,0,-,-
2fdc3b3d84ffaf3784b28e857ed1c691.mid,129,1046,0,301,0,1139,432,1851,673,0,0,0,0,0,0,1072,0,4378,-,-
3c2d764988bba2f05ceeea71d9f84bd2.mid,129,0,0,0,0,1127,0,647,479,419,0,0,0,0,0,0,0,5159,-,-
435cb40f807c3b0c79e0a1b25a085175.mid,129,2325,0,0,3840,0,0,0,0,0,0,0,0,0,0,0,0,2798,-,-
e13f35175a5b393b9b27a5061610199e.mid,129,2009,0,0,936,247,0,202,0,0,0,216,612,0,0,0,0,412,-,-
3ac360efef969f0fbc312fba0cd0d9b1.mid,129,1116,0,849,6409,1568,0,348,0,0,153,509,159,274,131,133,0,3392,-,-
8c1d02c162a01aa6669aab21731cddff.mid,129,0,3788,0,1397,1954,0,388,0,0,184,0,285,0,0,0,0,4294,Pop_Rock,Pop_Indie
b9341000acc45ab757727cc17b1f5e18.mid,129,1135,0,0,7737,1810,0,1547,193,0,3009,926,0,0,0,0,0,6151,Pop_Rock,Pop_Contemporary
3b61b8a9ed59eaf6bae85858ac0d962b.mid,129,1274,0,733,385,1685,179,2508,402,633,0,1548,0,0,0,133,0,5374,International,-
4568702d5e4d51c57a14c3a92f292898.mid,129,1843,0,0,2092,971,0,2648,1050,0,0,0,0,0,0,0,0,2415,-,-
332365185ad57ed81b78391d6be37af7.mid,129,1240,1575,0,756,1974,0,1026,348,0,145,137,346,0,0,137,0,6771,Latin,Pop_Latin
c89e347a7f487845ef6ba91c7081d53c.mid,129,0,0,0,0,0,0,533,281,1149,0,2401,327,0,0,0,135,1642,-,-
44d0316bb35b0356c5078716f9cc7483.mid,129,1247,0,182,1506,1944,0,763,374,0,0,1906,1745,167,787,0,0,3746,-,-
f1d47874b6da4b5eaa0dde4df09a4865.mid,129,0,0,0,5578,2989,0,208,241,0,0,0,0,0,0,0,0,4288,-,-
b3eac449b00777ccc59669a7e6d7a643.mid,129,2449,0,0,756,536,153,536,173,261,0,0,0,0,0,159,0,3159,-,-
0d8e9c4eb761a3e632ba4f10a7fd8675.mid,129,214,0,0,133,1180,207,1052,880,0,174,1213,204,289,0,0,0,7435,Pop_Rock,Dance
e135150650db0576e4a1c61f996337a1.mid,129,905,0,0,3891,1608,0,1441,0,0,0,1009,743,0,0,131,0,7535,-,-
b3e2c3f566c5e20de4cd4e3c262addad.mid,129,0,0,0,1062,857,913,2900,0,0,0,0,0,211,0,0,158,3182,-,-
9e2a13857cc124491c296e2db857c629.mid,129,159,273,0,0,723,0,457,0,0,0,3115,1173,345,0,0,0,5806,-,-
3ad27a36c6e8e9a5d947ba2657b2e7c4.mid,129,1003,0,1092,1039,1245,0,0,1486,784,351,0,0,0,0,0,0,2424,-,-
703406d854b8184844cd4e613d610746.mid,129,0,0,0,1745,0,533,0,0,533,0,0,0,0,0,0,0,0,-,-
3816bfd5741c7e6b9655b7deb70d0c9e.mid,129,0,0,0,621,1546,0,1193,0,0,0,0,0,0,0,0,0,2980,Pop_Rock,Metal_Alternative
810c4acdeba98e17599c3fb8c453e9a6.mid,129,0,0,0,3814,2060,0,0,0,0,0,0,744,0,0,0,0,5143,Pop_Rock,Grunge_Emo
af74e43be8597793856dcf5e62848744.mid,129,369,0,0,839,1230,0,841,0,0,0,0,0,0,0,3289,0,5450,Pop_Rock,Rock_College
b805dcb0a7614407a042ab2532a54d01.mid,129,2325,0,0,3840,0,0,0,0,0,0,0,0,0,0,0,0,2798,Pop_Rock,Rock_Contemporary
ba7726d423d454004490b9dc7b62ef2c.mid,129,257,155,0,1949,575,0,673,0,0,0,0,194,142,0,0,0,2704,-,-
afd0fb6ca13f4120d49ad45f1ac87c50.mid,129,0,0,0,1022,2037,1562,147,0,0,1195,0,413,323,0,0,0,3042,Country,Country_Traditional
6c1d47aedaf07ece7aa45cc55b815dfb.mid,129,1073,0,5757,2388,1068,442,513,0,0,0,0,0,0,0,0,0,4292,-,-
9b84f6c75f9e1715c46c5ce08ff130be.mid,129,3613,0,928,2974,2225,0,1236,2576,273,0,0,0,0,0,0,0,6323,-,-
361281d3176113e2aff546e8ca57f2b7.mid,129,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2603,-,-
21f2d35b720cb88ecd47529591792f26.mid,129,0,0,0,0,679,0,1326,1428,0,0,0,987,0,0,133,131,3586,Pop_Rock,Pop_Contemporary
f10cdb77593b1dc003096ee73cdb5224.mid,129,1582,0,0,1425,751,0,459,0,0,0,0,330,173,0,0,0,1481,Pop_Rock,Experimental
7bb1aa1c04fdc0f5da395fe5adcb78d8.mid,129,0,4926,0,4066,784,340,394,0,0,0,0,133,0,0,0,0,6003,-,-
7474d341a204bbde3e75082f24161a6a.mid,129,558,0,0,970,608,0,286,0,0,0,0,0,2102,0,0,0,3142,RnB,Pop_Contemporary
c3f3f3b56531a0491dc72a33a24344f6.mid,129,0,3788,0,1397,1954,0,388,0,0,184,0,285,0,0,0,0,4294,Pop_Rock,Pop_Indie
79bcd4b94eca2bcfa8d72a49759eb1ba.mid,129,0,0,0,0,1195,0,820,366,0,843,0,517,0,0,0,0,5117,Pop_Rock,Pop_Contemporary
f2dff02886ba93364f777f56d60d308d.mid,129,818,0,0,0,1862,0,712,714,0,0,0,1027,0,0,0,0,5436,-,-
33aff92825d16ae04ca176e4cf78cb8f.mid,129,3026,1703,0,3534,980,0,0,0,0,192,0,0,0,0,0,0,4285,Pop_Rock,Rock_Contemporary
18d354949e1a446e83e605a7f26dd88f.mid,129,621,0,306,2054,538,0,245,0,0,0,507,0,0,0,0,0,1172,-,-
51f686fa93e85971a9c593c8ace2804b.mid,129,1582,0,0,1425,751,0,459,0,0,0,173,330,0,0,0,0,1481,Pop_Rock,Experimental
3ef1734273b63a0042c851902f47931b.mid,129,0,202,0,2085,3618,0,0,744,0,0,0,0,0,0,0,0,2396,Pop_Rock,Grunge_Emo
f1ebde20aa981a7c7a3832bf79df9f37.mid,129,3292,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,Jazz,-
c230144ea4df9a27b144da4c11b72e80.mid,129,0,0,0,0,679,0,1326,1428,0,0,0,987,0,0,133,131,3586,Pop_Rock,Pop_Contemporary
f5908c0598544cbdddd47e94a1e49b8f.mid,129,193,0,0,1074,921,0,423,0,0,0,0,236,0,0,0,0,2337,-,-
5a8ca3626bd7d0ace4917d5d6199cd04.mid,129,0,0,0,0,0,0,794,449,0,537,277,461,756,0,133,0,974,-,-
4538694106d643db46fb240762fade8a.mid,129,0,0,0,5578,2989,0,208,241,0,0,0,0,0,0,0,0,4288,-,-
67e52f30016dca975ecc47c374f08c94.mid,129,1579,0,1765,0,601,0,221,0,0,0,0,0,0,0,0,0,2820,-,-
7dda938a900aba2aedf3539c4799ac41.mid,129,558,0,0,970,608,0,286,0,0,0,0,0,2102,0,0,0,3142,RnB,Pop_Contemporary
7262f408c95718a0a556879e8ab5c45f.mid,129,1582,0,0,1425,751,0,459,0,0,0,173,330,0,0,0,0,1481,Pop_Rock,Experimental
4da58a2f1d56679d8013e2b71ea4ecbf.mid,129,0,0,0,0,679,0,1326,1428,0,0,0,987,0,0,133,131,3586,Pop_Rock,Pop_Contemporary
311c89003fd7f246b7d554cba936bd20.mid,129,0,3788,0,1397,1954,0,388,0,0,184,0,285,0,0,0,0,4294,Pop_Rock,Pop_Indie
9c3552b1d8be5fd582cc535463fcfe52.mid,129,931,0,149,2680,1016,0,0,0,0,0,0,0,0,0,792,0,5470,-,-
724ca9afd832df0f9839ff42135a3055.mid,129,0,0,0,0,1127,0,647,479,419,0,0,0,0,0,0,0,5159,Pop_Rock,Pop_Contemporary
8c8b06bec8990c7bd6ae8cb18befd03c.mid,129,1098,0,233,746,386,0,533,0,0,0,0,0,139,0,135,0,981,-,-
9fddbfaafc5cd031fb0d402667e54f93.mid,129,0,0,0,2907,1305,0,0,0,0,0,0,0,0,0,0,0,2251,Pop_Rock,Grunge_Emo
6840f71022437f80f1704c7843affb4c.mid,129,1780,0,426,5429,1329,0,222,0,0,0,0,213,0,0,0,0,3367,Pop_Rock,Metal_Heavy
a00cf848d45919f35f3e06729ba59054.mid,129,1439,0,670,0,1642,0,0,738,596,0,0,0,0,0,0,0,1661,-,-
74484ee055eedaeb9996224a41a7fb55.mid,129,1173,0,0,1389,791,0,724,0,0,839,0,148,0,0,0,0,2338,Latin,Rock_Contemporary
f8de4c59a95e5c9d7fa975ff682ee323.mid,129,2258,0,0,937,248,0,203,0,0,0,217,613,0,0,0,0,440,-,-
7c84b0611f25f20feb2039011c3bec40.mid,129,2634,0,0,3020,2019,0,559,0,0,0,0,0,0,0,0,0,4100,-,-
845894e51a3e520cbca7fc6470d8902e.mid,129,0,0,0,3814,2060,0,0,0,0,0,0,744,0,0,0,0,5143,Pop_Rock,Grunge_Emo
78267f47f806346577fc4d0a40207c56.mid,129,1997,0,0,481,0,570,1480,0,0,0,0,0,4055,0,4143,0,2068,Pop_Rock,-
0c3cb15813b98ea48c981f83eee66e29.mid,129,0,276,0,2141,762,0,405,352,0,622,0,0,0,0,0,0,1281,Country,Country_Traditional
ce9f3472c520924842faed4f0b292bd5.mid,129,0,0,159,1183,1749,0,1516,374,318,0,2931,0,0,0,0,157,3247,-,-
104e1af4a1e8ed65696430178aae63b0.mid,129,931,725,149,2179,1016,0,0,0,0,0,0,0,0,0,792,0,5470,-,-
0dc20e345a7eb5ef3e6071a1cc5e09d0.mid,129,0,0,0,6904,1047,0,935,0,0,0,0,0,0,0,0,0,4995,Pop_Rock,Pop_Latin
a4118d72c67b67bba1dd69005143dc32.mid,129,791,0,0,5574,844,0,443,0,0,0,0,0,149,0,0,0,3234,-,-
490cdfc169d599762e325fe260c26a5e.mid,129,3141,0,0,776,1277,0,1605,0,0,0,639,0,637,0,0,0,9466,-,-
22ab76ff3b81d3c6681eebbaf790ec81.mid,129,1731,0,0,3223,1769,0,1006,0,0,0,0,0,0,0,0,0,3167,RnB,Dance
92ae9e540835e1b393b92001ee4e6c64.mid,129,0,0,6164,799,1846,0,193,536,0,0,236,369,0,0,0,0,2648,-,-
a16356e3e128124acac235133b913496.mid,129,1795,0,0,4620,674,439,1432,0,683,0,0,0,0,0,0,0,2180,-,-
c3340c24871f6dc9b459cb7b0a7c4df7.mid,129,206,0,0,1226,1901,0,651,822,0,0,0,1305,0,535,0,133,2455,-,-
9d3ff3cffbc2cc96bcd78bf80c331da7.mid,129,931,725,149,2179,1016,0,0,0,0,0,0,0,0,0,792,0,5470,-,-
bddc5fcc37687f0bd5931108607b396d.mid,129,0,0,0,2794,1001,0,0,0,0,0,0,0,0,0,0,0,1299,Electronic,-
d9e510c643b38b68e5e81c71a5b0ebe8.mid,129,0,0,0,3814,2060,0,0,0,0,0,0,744,0,0,0,0,5143,Pop_Rock,Grunge_Emo
b56cb114da2b93914e319d5931f06f3b.mid,129,2523,0,0,0,1415,0,1984,2039,1036,0,0,0,0,0,0,0,7662,-,-
d665b72ccfc90d4a93ebdedd47b1f475.mid,129,2384,0,399,2113,400,487,208,399,477,342,314,178,0,0,0,0,2568,-,-
a19b5ee3cac352174e9b9fdca85a85c5.mid,129,3368,0,773,1507,1046,0,1633,327,0,0,0,0,0,0,0,0,3202,Latin,-
c67a16f7637123638a7c1dd81896e067.mid,129,1923,0,571,974,889,0,552,0,0,0,0,0,0,0,0,0,2433,Electronic,Pop_Indie
e180f22958d57bc28cb21463357ff8b6.mid,129,0,461,501,750,907,0,516,427,271,0,0,0,0,0,0,0,3606,-,-
9726ce9ac31b7d9f595e6ea91225c5ca.mid,129,2433,0,0,1426,902,0,979,0,1144,0,1050,177,0,0,0,0,3262,-,-
182a51fb6921ce0a01d45bb46c91813c.mid,129,0,0,0,3935,571,0,277,857,0,0,1185,130,0,0,0,153,2876,-,-
99b08f2ca16c5f74ead53a387f307b47.mid,129,0,0,209,5871,1846,0,193,536,0,0,236,369,0,0,0,0,2648,-,-
3e1d74e456090312d9cbcb6c10877d8c.mid,129,0,661,0,0,2049,0,0,0,0,0,1129,377,0,0,0,0,4431,Pop_Rock,Dance
6221a9f856747020b02257da004bfffb.mid,129,818,0,0,0,1862,0,712,714,0,0,0,1027,0,0,0,0,5436,-,-
be3a478a812388f3e4a1df446e6c4c38.mid,129,1207,0,0,4180,983,0,1110,0,0,0,0,0,0,0,0,0,3681,Latin,-
e8d8cf0c9dc97fe547ebd11476ca857e.mid,129,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2603,-,-
15ed3b6b2d81f0237e6f1349599c0b73.mid,129,298,0,478,5320,839,0,164,0,0,559,0,0,0,0,0,0,2268,-,-
050e0740657ff17b2c39e22adccee80c.mid,129,3516,0,0,0,1664,0,0,1680,560,0,0,0,0,0,0,0,2245,-,-
3c648eb14c276dd2aa6638c1b14cbdec.mid,129,2423,0,0,1989,1558,0,1206,947,0,883,0,0,0,0,0,0,6361,-,-
223e903fc4f2384331ee18365c4dea04.mid,129,1045,0,301,0,1139,432,1851,673,0,0,0,0,0,0,1072,0,4378,-,-
6a0f88e6ca621d98ed305defb08ac493.mid,129,3153,0,0,552,1323,0,2058,0,994,0,0,0,0,0,0,0,2657,Pop_Rock,Rock_Hard
bec296d58283ef8acb3b6d2eee449df1.mid,129,1376,0,0,2990,2391,0,984,1622,0,0,0,162,165,0,0,0,6302,-,-
1fa4422f35714527c9c9b4c06d188899.mid,129,0,0,0,1866,2355,0,3704,950,784,0,1744,0,0,0,0,0,2828,-,-
0259153dc0bb402da5e783eb331491ba.mid,129,0,0,0,5578,2989,0,208,241,0,0,0,0,0,0,0,0,4288,Pop_Rock,Rock_Hard
23818e92505e546b1cd9abe5cee0ef0d.mid,129,183,0,0,6907,0,1133,0,0,0,0,0,328,756,0,0,0,7352,Pop_Rock,Rock_Hard
2969c2ee96a3e42d4b95b2816935a8c2.mid,129,0,0,0,3814,2060,0,0,0,0,0,0,744,0,0,0,0,5143,Pop_Rock,Grunge_Emo
e6ca9874ba1d5411b0146ccaa1c3d28a.mid,129,0,0,0,3602,1770,0,0,171,0,0,0,0,0,0,0,0,2423,Pop_Rock,Pop_Contemporary
f72bb2da9b77d0eae11005306b994993.mid,129,369,0,0,839,1230,0,841,0,0,0,0,0,0,0,3289,0,5450,Pop_Rock,Rock_College
78c67e128d6dcce4de78de5f26dafeba.mid,129,1342,933,1584,2263,2069,0,634,0,0,0,0,300,0,634,0,0,6886,-,-
2b3612e871fed048a7a3d686b730b844.mid,129,0,0,0,5578,2989,0,208,241,0,0,0,0,0,0,0,0,4288,-,-
6559666e482bbcd5da5a1fb585b19057.mid,129,1723,0,1261,0,1769,0,0,1374,0,0,3039,0,0,0,153,141,3597,-,-
333691cded18e559403115c7f4ce8383.mid,129,0,0,0,8177,427,0,1812,0,0,0,0,0,0,0,0,0,2782,Blues,-
36a148e0e137fe840d127ca6cfd06dce.mid,129,233,0,0,2759,1355,384,0,0,0,0,0,360,0,0,0,0,1673,Country,-
0d34fc60d036cbe8ad8ee67e79418ccc.mid,129,0,0,0,5578,2989,0,208,241,0,0,0,0,0,0,0,0,4278,Pop_Rock,Rock_Hard
524ad1d63d3cf8d4a13562808f9bf51a.mid,129,9167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2782,-,-
c913b9b8e1f9e4907326b00314a88eff.mid,129,5946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505,-,-
673ba853e3d89809d9e6b64eb4325eec.mid,129,0,4926,0,4066,784,340,394,0,0,0,0,133,0,0,0,0,6003,-,-
25a25565e1ab8471922dd16cdf477a61.mid,129,3153,0,0,552,1323,0,2058,0,994,0,0,0,0,0,0,0,2657,Pop_Rock,Rock_Hard
cfb069c2a156fad51aec1e373a6bef03.mid,129,0,4926,0,4066,784,340,394,0,0,0,0,133,0,0,0,0,6003,-,-
799de6b2005c8de1774925ccb5f88a4f.mid,129,0,0,0,0,1195,0,820,366,0,818,0,517,0,0,0,0,5121,-,-
ca82865ee5ed3865fbb26520adcca2fc.mid,129,549,0,0,0,2204,0,0,352,0,0,0,1072,297,435,0,0,3813,-,-
82581de6072af066d8728623bcae7221.mid,129,1582,0,0,1425,751,0,459,0,0,0,0,330,173,0,0,0,1481,Pop_Rock,Experimental
13b2283d39882c30181e07446ae69f11.mid,129,0,0,1088,579,1831,0,0,756,0,0,269,0,0,0,0,0,2284,-,-
c0881c6fe574ee4db756c1f8f896b4fd.mid,129,0,4926,0,3723,784,340,324,0,0,0,0,0,0,0,0,0,149,-,-
f6a98e69f145799030b5c186631990cb.mid,129,0,0,0,5578,2989,0,208,241,0,0,0,0,0,0,0,0,4288,Pop_Rock,Rock_Hard
d8ce6131a8c336ab74490e42261bd6c5.mid,129,2522,0,0,469,940,0,984,3250,746,0,931,0,0,0,0,0,6027,-,-
e38837d2081b89a18ac6ebe4d1319567.mid,129,1816,1084,0,0,1392,217,1081,0,0,0,3472,220,0,0,462,0,4590,-,-
2be719209d79a51073137e424b4e5c75.mid,129,1463,0,813,1844,1001,0,0,0,0,0,0,0,0,0,0,0,3518,-,-
c41ac1eee336e4b059f8918e9a56291b.mid,129,2098,0,0,986,513,934,664,0,0,219,0,0,0,0,0,0,1343,Pop_Rock,Dance
395e429617c2e494907401b61cf58caa.mid,129,905,0,0,3891,1608,0,1441,0,0,0,1009,743,0,0,131,0,7535,-,-
2a820c155fbebc1c9ecca7adf1452416.mid,129,0,0,936,6226,0,0,611,0,0,0,0,0,0,0,0,0,2447,-,-
e1a851dcdf501493e01eda74e738d149.mid,129,5371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2798,-,-
d07ddfb624d36e0ca77ea8b03c651f3e.mid,129,3800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2603,-,-
fcdcb9e01fc4761bd8a669a21d89b62d.mid,129,233,0,0,2759,1355,384,0,0,0,0,0,360,0,0,0,0,1673,Country,-
